Order ID,Product,Quantity Ordered,Price Each,Purchase Address,Month,Day,Year
187042,Lightning Charging Cable,1,14.95,"995 12th St, Los Angeles, CA 90001",,,
187043,iPhone,1,700,"78 Ridge St, San Francisco, CA 94016",,,
187044,AAA Batteries (4-pack),2,2.99,"524 Sunset St, San Francisco, CA 94016",,,
187045,AAA Batteries (4-pack),2,2.99,"26 Walnut St, Los Angeles, CA 90001",,,
187046,AA Batteries (4-pack),2,3.84,"318 Main St, Portland, OR 97035",,,
187047,iPhone,1,700,"624 14th St, Dallas, TX 75001",,,
187048,AA Batteries (4-pack),3,3.84,"490 Church St, San Francisco, CA 94016",,,
187049,AAA Batteries (4-pack),1,2.99,"153 Johnson St, Austin, TX 73301",,,
187050,Apple Airpods Headphones,1,150,"463 Willow St, San Francisco, CA 94016",,,
187051,Lightning Charging Cable,1,14.95,"768 Church St, San Francisco, CA 94016",,,
187052,Vareebadd Phone,1,400,"419 Hickory St, Seattle, WA 98101",,,
187053,LG Washing Machine,1,600,"564 Sunset St, New York City, NY 10001",,,
187054,Apple Airpods Headphones,1,150,"785 Meadow St, Dallas, TX 75001",,,
187055,Flatscreen TV,1,300,"820 Hickory St, Austin, TX 73301",,,
187056,AA Batteries (4-pack),1,3.84,"563 Wilson St, Boston, MA 02215",,,
187057,Vareebadd Phone,1,400,"164 2nd St, Dallas, TX 75001",,,
187058,Lightning Charging Cable,1,14.95,"556 Cherry St, Austin, TX 73301",,,
187059,AAA Batteries (4-pack),3,2.99,"60 Ridge St, Portland, OR 97035",,,
187060,34in Ultrawide Monitor,1,379.99,"179 Hickory St, Los Angeles, CA 90001",,,
187061,Lightning Charging Cable,1,14.95,"202 Lincoln St, San Francisco, CA 94016",,,
187062,AAA Batteries (4-pack),1,2.99,"341 Pine St, Boston, MA 02215",,,
187063,AA Batteries (4-pack),1,3.84,"965 8th St, Atlanta, GA 30301",,,
187064,AAA Batteries (4-pack),1,2.99,"688 Hill St, New York City, NY 10001",,,
187065,AA Batteries (4-pack),3,3.84,"815 Main St, Atlanta, GA 30301",,,
187066,AA Batteries (4-pack),2,3.84,"660 Lake St, San Francisco, CA 94016",,,
187067,AA Batteries (4-pack),1,3.84,"199 Johnson St, Atlanta, GA 30301",,,
187068,Lightning Charging Cable,1,14.95,"246 10th St, San Francisco, CA 94016",,,
187069,AA Batteries (4-pack),1,3.84,"936 Johnson St, Los Angeles, CA 90001",,,
187070,USB-C Charging Cable,1,11.95,"712 Ridge St, San Francisco, CA 94016",,,
187071,Bose SoundSport Headphones,1,99.99,"991 Lakeview St, Los Angeles, CA 90001",,,
187072,ThinkPad Laptop,1,999.99,"62 6th St, Atlanta, GA 30301",,,
187073,Wired Headphones,1,11.99,"384 Cedar St, Atlanta, GA 30301",,,
187074,Apple Airpods Headphones,1,150,"143 Adams St, Los Angeles, CA 90001",,,
187075,Flatscreen TV,1,300,"88 10th St, San Francisco, CA 94016",,,
187076,34in Ultrawide Monitor,1,379.99,"999 2nd St, Los Angeles, CA 90001",,,
187077,27in FHD Monitor,1,149.99,"508 North St, Los Angeles, CA 90001",,,
187078,34in Ultrawide Monitor,1,379.99,"853 Lincoln St, New York City, NY 10001",,,
187079,Apple Airpods Headphones,1,150,"733 Washington St, New York City, NY 10001",,,
187080,20in Monitor,1,109.99,"32 Jackson St, Dallas, TX 75001",,,
187081,Google Phone,1,600,"975 Forest St, Portland, OR 97035",,,
187081,USB-C Charging Cable,1,11.95,"975 Forest St, Portland, OR 97035",,,
187082,USB-C Charging Cable,1,11.95,"195 West St, San Francisco, CA 94016",,,
187083,Wired Headphones,1,11.99,"206 7th St, Boston, MA 02215",,,
187084,Google Phone,1,600,"507 Johnson St, San Francisco, CA 94016",,,
187085,USB-C Charging Cable,1,11.95,"211 Madison St, New York City, NY 10001",,,
187086,AA Batteries (4-pack),1,3.84,"912 North St, Los Angeles, CA 90001",,,
187087,Apple Airpods Headphones,1,150,"658 Pine St, New York City, NY 10001",,,
187088,ThinkPad Laptop,1,999.99,"982 Sunset St, San Francisco, CA 94016",,,
187089,USB-C Charging Cable,1,11.95,"384 Wilson St, Atlanta, GA 30301",,,
187090,USB-C Charging Cable,2,11.95,"915 Pine St, Seattle, WA 98101",,,
187091,AA Batteries (4-pack),3,3.84,"303 Ridge St, San Francisco, CA 94016",,,
187092,AA Batteries (4-pack),2,3.84,"532 8th St, New York City, NY 10001",,,
187093,AA Batteries (4-pack),1,3.84,"958 Chestnut St, New York City, NY 10001",,,
187094,34in Ultrawide Monitor,1,379.99,"398 11th St, Seattle, WA 98101",,,
187095,AAA Batteries (4-pack),2,2.99,"832 6th St, Los Angeles, CA 90001",,,
187096,Flatscreen TV,1,300,"791 Lincoln St, Portland, OR 97035",,,
187097,27in FHD Monitor,1,149.99,"230 Highland St, Atlanta, GA 30301",,,
187098,USB-C Charging Cable,1,11.95,"5 Main St, Los Angeles, CA 90001",,,
187099,Apple Airpods Headphones,1,150,"219 Meadow St, Atlanta, GA 30301",,,
187100,AAA Batteries (4-pack),2,2.99,"61 11th St, San Francisco, CA 94016",,,
187101,USB-C Charging Cable,1,11.95,"656 Main St, San Francisco, CA 94016",,,
187102,USB-C Charging Cable,2,11.95,"890 7th St, San Francisco, CA 94016",,,
187103,Apple Airpods Headphones,1,150,"660 Cherry St, Los Angeles, CA 90001",,,
187104,Wired Headphones,1,11.99,"838 West St, Los Angeles, CA 90001",,,
187105,27in FHD Monitor,1,149.99,"439 Center St, Seattle, WA 98101",,,
187106,Wired Headphones,1,11.99,"701 Jefferson St, New York City, NY 10001",,,
187107,USB-C Charging Cable,1,11.95,"497 North St, Portland, OR 97035",,,
187108,iPhone,1,700,"298 Wilson St, Atlanta, GA 30301",,,
187108,Lightning Charging Cable,1,14.95,"298 Wilson St, Atlanta, GA 30301",,,
187109,27in 4K Gaming Monitor,1,389.99,"361 Jackson St, San Francisco, CA 94016",,,
187110,20in Monitor,1,109.99,"452 Spruce St, Atlanta, GA 30301",,,
187111,Bose SoundSport Headphones,1,99.99,"40 6th St, San Francisco, CA 94016",,,
187112,USB-C Charging Cable,1,11.95,"316 Cherry St, New York City, NY 10001",,,
187113,Bose SoundSport Headphones,1,99.99,"820 2nd St, New York City, NY 10001",,,
187114,Apple Airpods Headphones,1,150,"641 Adams St, Seattle, WA 98101",,,
187115,AA Batteries (4-pack),1,3.84,"500 Cherry St, Los Angeles, CA 90001",,,
187116,Apple Airpods Headphones,1,150,"260 9th St, Los Angeles, CA 90001",,,
187117,Apple Airpods Headphones,1,150,"392 Main St, Seattle, WA 98101",,,
187118,Bose SoundSport Headphones,1,99.99,"197 Main St, San Francisco, CA 94016",,,
187119,AAA Batteries (4-pack),1,2.99,"250 Sunset St, Seattle, WA 98101",,,
187120,27in FHD Monitor,1,149.99,"277 Dogwood St, Seattle, WA 98101",,,
187121,Apple Airpods Headphones,1,150,"969 Lakeview St, Seattle, WA 98101",,,
187122,Bose SoundSport Headphones,1,99.99,"687 Cedar St, New York City, NY 10001",,,
187123,AAA Batteries (4-pack),2,2.99,"217 North St, Boston, MA 02215",,,
187124,AAA Batteries (4-pack),1,2.99,"841 Madison St, San Francisco, CA 94016",,,
187125,USB-C Charging Cable,1,11.95,"531 Wilson St, Atlanta, GA 30301",,,
187126,Bose SoundSport Headphones,1,99.99,"216 Forest St, Seattle, WA 98101",,,
187126,34in Ultrawide Monitor,1,379.99,"216 Forest St, Seattle, WA 98101",,,
187127,USB-C Charging Cable,1,11.95,"8 4th St, Boston, MA 02215",,,
187128,AA Batteries (4-pack),1,3.84,"564 Lincoln St, Austin, TX 73301",,,
187129,Wired Headphones,1,11.99,"957 Dogwood St, New York City, NY 10001",,,
187130,Lightning Charging Cable,1,14.95,"805 Hill St, Boston, MA 02215",,,
187131,AAA Batteries (4-pack),1,2.99,"52 Johnson St, New York City, NY 10001",,,
187132,Lightning Charging Cable,1,14.95,"47 2nd St, New York City, NY 10001",,,
187133,Bose SoundSport Headphones,1,99.99,"257 11th St, Atlanta, GA 30301",,,
187134,AAA Batteries (4-pack),1,2.99,"426 11th St, San Francisco, CA 94016",,,
187135,34in Ultrawide Monitor,1,379.99,"698 West St, San Francisco, CA 94016",,,
187136,Google Phone,1,600,"171 Sunset St, San Francisco, CA 94016",,,
187137,Bose SoundSport Headphones,1,99.99,"112 Center St, San Francisco, CA 94016",,,
187138,Lightning Charging Cable,1,14.95,"55 Park St, San Francisco, CA 94016",,,
187139,USB-C Charging Cable,1,11.95,"304 1st St, Boston, MA 02215",,,
187140,Lightning Charging Cable,1,14.95,"254 4th St, Boston, MA 02215",,,
187141,Bose SoundSport Headphones,1,99.99,"759 Cedar St, Los Angeles, CA 90001",,,
187142,AAA Batteries (4-pack),1,2.99,"413 Chestnut St, Seattle, WA 98101",,,
187143,Lightning Charging Cable,1,14.95,"536 Hickory St, New York City, NY 10001",,,
187144,Google Phone,1,600,"154 12th St, Los Angeles, CA 90001",,,
187145,iPhone,1,700,"166 West St, Atlanta, GA 30301",,,
187146,Google Phone,1,600,"122 13th St, Portland, OR 97035",,,
187147,AAA Batteries (4-pack),3,2.99,"929 Willow St, Los Angeles, CA 90001",,,
187148,USB-C Charging Cable,2,11.95,"863 Park St, New York City, NY 10001",,,
187149,34in Ultrawide Monitor,1,379.99,"507 Lakeview St, Austin, TX 73301",,,
187150,AAA Batteries (4-pack),1,2.99,"761 West St, Boston, MA 02215",,,
187151,Bose SoundSport Headphones,1,99.99,"203 Maple St, Portland, OR 97035",,,
187152,Flatscreen TV,1,300,"420 9th St, Atlanta, GA 30301",,,
187153,Lightning Charging Cable,1,14.95,"582 11th St, Seattle, WA 98101",,,
187154,Wired Headphones,1,11.99,"775 South St, Boston, MA 02215",,,
187155,USB-C Charging Cable,1,11.95,"607 Dogwood St, Portland, OR 97035",,,
187156,Wired Headphones,1,11.99,"356 Pine St, San Francisco, CA 94016",,,
187157,Lightning Charging Cable,1,14.95,"837 13th St, Austin, TX 73301",,,
187158,USB-C Charging Cable,1,11.95,"22 Lakeview St, New York City, NY 10001",,,
187159,AA Batteries (4-pack),2,3.84,"946 Jackson St, Los Angeles, CA 90001",,,
187160,27in FHD Monitor,1,149.99,"993 Cedar St, New York City, NY 10001",,,
187161,Vareebadd Phone,1,400,"842 Highland St, Los Angeles, CA 90001",,,
187162,AAA Batteries (4-pack),1,2.99,"293 Sunset St, Boston, MA 02215",,,
187163,USB-C Charging Cable,1,11.95,"452 Maple St, Dallas, TX 75001",,,
187164,Apple Airpods Headphones,1,150,"916 Ridge St, San Francisco, CA 94016",,,
187165,USB-C Charging Cable,2,11.95,"425 Hickory St, San Francisco, CA 94016",,,
187166,Wired Headphones,1,11.99,"276 Washington St, Los Angeles, CA 90001",,,
187167,Wired Headphones,1,11.99,"918 4th St, San Francisco, CA 94016",,,
187168,USB-C Charging Cable,1,11.95,"99 Lincoln St, San Francisco, CA 94016",,,
187169,ThinkPad Laptop,1,999.99,"300 Cedar St, Seattle, WA 98101",,,
187170,AAA Batteries (4-pack),3,2.99,"810 Ridge St, Los Angeles, CA 90001",,,
187171,Apple Airpods Headphones,1,150,"108 14th St, Boston, MA 02215",,,
187172,Lightning Charging Cable,1,14.95,"821 Johnson St, Portland, OR 97035",,,
187172,20in Monitor,1,109.99,"821 Johnson St, Portland, OR 97035",,,
187173,Wired Headphones,1,11.99,"602 Johnson St, San Francisco, CA 94016",,,
187174,Bose SoundSport Headphones,1,99.99,"399 Ridge St, Los Angeles, CA 90001",,,
187175,Google Phone,1,600,"111 Elm St, Los Angeles, CA 90001",,,
187176,34in Ultrawide Monitor,1,379.99,"197 6th St, Boston, MA 02215",,,
187177,Macbook Pro Laptop,1,1700,"979 Park St, Boston, MA 02215",,,
187178,Vareebadd Phone,1,400,"794 River St, San Francisco, CA 94016",,,
187179,iPhone,1,700,"476 Maple St, Los Angeles, CA 90001",,,
187180,Bose SoundSport Headphones,1,99.99,"343 8th St, Dallas, TX 75001",,,
187181,Flatscreen TV,1,300,"627 5th St, Boston, MA 02215",,,
187182,AA Batteries (4-pack),5,3.84,"34 South St, New York City, NY 10001",,,
187183,20in Monitor,1,109.99,"908 Elm St, New York City, NY 10001",,,
187184,AAA Batteries (4-pack),1,2.99,"9 Cedar St, San Francisco, CA 94016",,,
187185,LG Washing Machine,1,600,"321 South St, Los Angeles, CA 90001",,,
187186,Apple Airpods Headphones,1,150,"594 Walnut St, San Francisco, CA 94016",,,
187187,Lightning Charging Cable,1,14.95,"702 14th St, New York City, NY 10001",,,
187188,Lightning Charging Cable,1,14.95,"709 River St, Atlanta, GA 30301",,,
187189,LG Dryer,1,600,"938 10th St, New York City, NY 10001",,,
187190,Lightning Charging Cable,1,14.95,"298 Maple St, San Francisco, CA 94016",,,
187191,USB-C Charging Cable,1,11.95,"424 Hickory St, Atlanta, GA 30301",,,
187192,AAA Batteries (4-pack),2,2.99,"663 Wilson St, Los Angeles, CA 90001",,,
187193,AAA Batteries (4-pack),2,2.99,"456 Dogwood St, Atlanta, GA 30301",,,
187194,Wired Headphones,1,11.99,"557 River St, New York City, NY 10001",,,
187195,AA Batteries (4-pack),1,3.84,"123 Cherry St, Dallas, TX 75001",,,
187196,Google Phone,1,600,"249 Pine St, Seattle, WA 98101",,,
187197,Bose SoundSport Headphones,1,99.99,"763 12th St, Los Angeles, CA 90001",,,
187198,34in Ultrawide Monitor,1,379.99,"987 Chestnut St, New York City, NY 10001",,,
187199,Flatscreen TV,1,300,"751 Hill St, San Francisco, CA 94016",,,
187200,AA Batteries (4-pack),1,3.84,"553 2nd St, Atlanta, GA 30301",,,
187201,Wired Headphones,1,11.99,"161 7th St, San Francisco, CA 94016",,,
187202,Wired Headphones,1,11.99,"396 Adams St, Boston, MA 02215",,,
187203,Apple Airpods Headphones,1,150,"847 Main St, Atlanta, GA 30301",,,
187204,Lightning Charging Cable,1,14.95,"839 Ridge St, Atlanta, GA 30301",,,
187205,AA Batteries (4-pack),1,3.84,"263 Jackson St, Dallas, TX 75001",,,
187206,Lightning Charging Cable,1,14.95,"757 Main St, Seattle, WA 98101",,,
187207,AA Batteries (4-pack),1,3.84,"296 Park St, Boston, MA 02215",,,
187208,Google Phone,1,600,"505 Center St, Dallas, TX 75001",,,
187209,Flatscreen TV,1,300,"393 Hickory St, San Francisco, CA 94016",,,
187210,Bose SoundSport Headphones,1,99.99,"30 12th St, Los Angeles, CA 90001",,,
187211,34in Ultrawide Monitor,1,379.99,"791 Hill St, Dallas, TX 75001",,,
187212,ThinkPad Laptop,1,999.99,"155 6th St, Boston, MA 02215",,,
187213,Apple Airpods Headphones,1,150,"977 Johnson St, Los Angeles, CA 90001",,,
187214,Wired Headphones,1,11.99,"963 1st St, San Francisco, CA 94016",,,
187215,iPhone,1,700,"695 8th St, Boston, MA 02215",,,
187215,Lightning Charging Cable,1,14.95,"695 8th St, Boston, MA 02215",,,
187216,AA Batteries (4-pack),1,3.84,"973 Church St, Boston, MA 02215",,,
187217,Vareebadd Phone,1,400,"374 Forest St, San Francisco, CA 94016",,,
187218,Apple Airpods Headphones,1,150,"156 Ridge St, Dallas, TX 75001",,,
187219,34in Ultrawide Monitor,1,379.99,"174 River St, Austin, TX 73301",,,
187220,AA Batteries (4-pack),1,3.84,"222 13th St, San Francisco, CA 94016",,,
187221,USB-C Charging Cable,1,11.95,"777 14th St, Los Angeles, CA 90001",,,
187222,Bose SoundSport Headphones,1,99.99,"14 Cedar St, San Francisco, CA 94016",,,
187223,27in 4K Gaming Monitor,1,389.99,"809 1st St, San Francisco, CA 94016",,,
187224,Lightning Charging Cable,1,14.95,"310 Spruce St, Seattle, WA 98101",,,
187225,Apple Airpods Headphones,1,150,"48 4th St, Austin, TX 73301",,,
187226,Bose SoundSport Headphones,1,99.99,"74 River St, Atlanta, GA 30301",,,
187227,Apple Airpods Headphones,1,150,"998 Cherry St, Dallas, TX 75001",,,
187228,34in Ultrawide Monitor,1,379.99,"289 North St, Portland, OR 97035",,,
187229,Macbook Pro Laptop,1,1700,"247 Wilson St, Austin, TX 73301",,,
187230,USB-C Charging Cable,1,11.95,"15 Forest St, Los Angeles, CA 90001",,,
187231,34in Ultrawide Monitor,1,379.99,"887 South St, San Francisco, CA 94016",,,
187232,LG Dryer,1,600,"797 Church St, Portland, OR 97035",,,
187233,Lightning Charging Cable,1,14.95,"904 Johnson St, New York City, NY 10001",,,
187234,Macbook Pro Laptop,1,1700,"266 14th St, San Francisco, CA 94016",,,
187235,USB-C Charging Cable,1,11.95,"139 10th St, Los Angeles, CA 90001",,,
187236,AA Batteries (4-pack),2,3.84,"932 Madison St, Los Angeles, CA 90001",,,
187237,34in Ultrawide Monitor,1,379.99,"814 Ridge St, Dallas, TX 75001",,,
187238,AAA Batteries (4-pack),1,2.99,"17 Cedar St, San Francisco, CA 94016",,,
187239,Wired Headphones,1,11.99,"977 Main St, Los Angeles, CA 90001",,,
187240,USB-C Charging Cable,1,11.95,"897 South St, Boston, MA 02215",,,
187241,Bose SoundSport Headphones,1,99.99,"270 Cedar St, Los Angeles, CA 90001",,,
187242,USB-C Charging Cable,1,11.95,"164 Church St, Dallas, TX 75001",,,
187243,iPhone,1,700,"292 13th St, Boston, MA 02215",,,
187244,USB-C Charging Cable,1,11.95,"276 Meadow St, New York City, NY 10001",,,
187245,Lightning Charging Cable,1,14.95,"288 Pine St, Boston, MA 02215",,,
187246,Google Phone,1,600,"713 9th St, Dallas, TX 75001",,,
187247,Wired Headphones,1,11.99,"172 Sunset St, San Francisco, CA 94016",,,
187248,USB-C Charging Cable,1,11.95,"45 11th St, Seattle, WA 98101",,,
187249,USB-C Charging Cable,1,11.95,"278 River St, Atlanta, GA 30301",,,
187250,AA Batteries (4-pack),2,3.84,"687 Dogwood St, Los Angeles, CA 90001",,,
187251,Bose SoundSport Headphones,1,99.99,"829 Chestnut St, Los Angeles, CA 90001",,,
187252,27in FHD Monitor,1,149.99,"258 4th St, New York City, NY 10001",,,
187253,Flatscreen TV,1,300,"24 Church St, Atlanta, GA 30301",,,
187254,AAA Batteries (4-pack),1,2.99,"352 Adams St, Los Angeles, CA 90001",,,
187255,Lightning Charging Cable,1,14.95,"120 Elm St, San Francisco, CA 94016",,,
187256,27in FHD Monitor,1,149.99,"971 4th St, New York City, NY 10001",,,
187257,USB-C Charging Cable,1,11.95,"923 Pine St, Atlanta, GA 30301",,,
187258,Bose SoundSport Headphones,1,99.99,"833 Ridge St, San Francisco, CA 94016",,,
187259,AAA Batteries (4-pack),1,2.99,"498 Main St, Atlanta, GA 30301",,,
187260,AA Batteries (4-pack),2,3.84,"352 River St, Boston, MA 02215",,,
187261,iPhone,1,700,"453 Park St, San Francisco, CA 94016",,,
187261,Lightning Charging Cable,1,14.95,"453 Park St, San Francisco, CA 94016",,,
187262,AAA Batteries (4-pack),1,2.99,"365 Hill St, Dallas, TX 75001",,,
187263,USB-C Charging Cable,1,11.95,"239 4th St, San Francisco, CA 94016",,,
187264,USB-C Charging Cable,1,11.95,"943 Sunset St, New York City, NY 10001",,,
187265,Wired Headphones,1,11.99,"382 Elm St, New York City, NY 10001",,,
187266,USB-C Charging Cable,1,11.95,"982 Hill St, Seattle, WA 98101",,,
187267,AAA Batteries (4-pack),1,2.99,"283 Johnson St, New York City, NY 10001",,,
187268,Wired Headphones,1,11.99,"811 Forest St, San Francisco, CA 94016",,,
187269,AAA Batteries (4-pack),1,2.99,"789 Lakeview St, Austin, TX 73301",,,
187270,USB-C Charging Cable,1,11.95,"230 River St, San Francisco, CA 94016",,,
187271,Apple Airpods Headphones,1,150,"440 Madison St, Portland, OR 97035",,,
187272,34in Ultrawide Monitor,1,379.99,"249 Lake St, Dallas, TX 75001",,,
187273,Apple Airpods Headphones,1,150,"22 Maple St, New York City, NY 10001",,,
187274,Google Phone,1,600,"214 Jefferson St, Seattle, WA 98101",,,
187275,20in Monitor,1,109.99,"90 Maple St, New York City, NY 10001",,,
187276,Apple Airpods Headphones,1,150,"869 13th St, San Francisco, CA 94016",,,
187277,Lightning Charging Cable,1,14.95,"677 9th St, Los Angeles, CA 90001",,,
187278,27in FHD Monitor,1,149.99,"764 Main St, Seattle, WA 98101",,,
187279,Wired Headphones,1,11.99,"303 Dogwood St, San Francisco, CA 94016",,,
187280,AA Batteries (4-pack),1,3.84,"717 4th St, Austin, TX 73301",,,
187281,34in Ultrawide Monitor,1,379.99,"274 13th St, San Francisco, CA 94016",,,
187282,Wired Headphones,1,11.99,"430 Washington St, Boston, MA 02215",,,
187283,USB-C Charging Cable,1,11.95,"900 5th St, Los Angeles, CA 90001",,,
187284,34in Ultrawide Monitor,1,379.99,"625 Hickory St, Los Angeles, CA 90001",,,
187285,AAA Batteries (4-pack),1,2.99,"934 Meadow St, Los Angeles, CA 90001",,,
187286,20in Monitor,1,109.99,"71 Jackson St, Austin, TX 73301",,,
187287,Bose SoundSport Headphones,1,99.99,"305 Johnson St, Los Angeles, CA 90001",,,
187288,USB-C Charging Cable,1,11.95,"390 Center St, Austin, TX 73301",,,
187289,27in FHD Monitor,1,149.99,"936 9th St, Dallas, TX 75001",,,
187290,Flatscreen TV,1,300,"475 Lake St, New York City, NY 10001",,,
187291,Bose SoundSport Headphones,1,99.99,"812 6th St, Atlanta, GA 30301",,,
187292,AA Batteries (4-pack),1,3.84,"604 Lincoln St, New York City, NY 10001",,,
187293,AAA Batteries (4-pack),1,2.99,"883 Chestnut St, San Francisco, CA 94016",,,
187294,AAA Batteries (4-pack),2,2.99,"139 Forest St, New York City, NY 10001",,,
187295,AAA Batteries (4-pack),1,2.99,"304 Hill St, Los Angeles, CA 90001",,,
187296,USB-C Charging Cable,1,11.95,"994 7th St, Atlanta, GA 30301",,,
187297,USB-C Charging Cable,1,11.95,"774 Lakeview St, Boston, MA 02215",,,
187298,27in FHD Monitor,1,149.99,"209 Walnut St, San Francisco, CA 94016",,,
187299,Wired Headphones,1,11.99,"110 7th St, Austin, TX 73301",,,
187300,Google Phone,1,600,"764 Highland St, Seattle, WA 98101",,,
187301,Flatscreen TV,1,300,"507 Hill St, Austin, TX 73301",,,
187302,AA Batteries (4-pack),1,3.84,"321 Jefferson St, Atlanta, GA 30301",,,
187303,Wired Headphones,1,11.99,"540 2nd St, New York City, NY 10001",,,
187304,27in FHD Monitor,1,149.99,"47 Highland St, Portland, OR 97035",,,
187305,Bose SoundSport Headphones,1,99.99,"394 1st St, San Francisco, CA 94016",,,
187306,Bose SoundSport Headphones,1,99.99,"402 7th St, Portland, ME 04101",,,
187307,AA Batteries (4-pack),1,3.84,"827 Wilson St, Austin, TX 73301",,,
187307,27in FHD Monitor,1,149.99,"827 Wilson St, Austin, TX 73301",,,
187308,Wired Headphones,1,11.99,"816 Meadow St, Atlanta, GA 30301",,,
187309,27in 4K Gaming Monitor,1,389.99,"301 5th St, New York City, NY 10001",,,
187310,AA Batteries (4-pack),1,3.84,"853 Highland St, San Francisco, CA 94016",,,
187311,Wired Headphones,1,11.99,"413 Hickory St, San Francisco, CA 94016",,,
187312,Google Phone,1,600,"15 Main St, Atlanta, GA 30301",,,
187313,27in FHD Monitor,1,149.99,"623 6th St, Atlanta, GA 30301",,,
187314,AAA Batteries (4-pack),1,2.99,"522 Madison St, New York City, NY 10001",,,
187315,Lightning Charging Cable,1,14.95,"687 Wilson St, San Francisco, CA 94016",,,
187316,Wired Headphones,1,11.99,"881 Meadow St, Los Angeles, CA 90001",,,
187317,Bose SoundSport Headphones,1,99.99,"133 4th St, Seattle, WA 98101",,,
187318,Lightning Charging Cable,1,14.95,"626 13th St, Dallas, TX 75001",,,
187319,AAA Batteries (4-pack),1,2.99,"600 1st St, Atlanta, GA 30301",,,
187320,AAA Batteries (4-pack),1,2.99,"55 South St, San Francisco, CA 94016",,,
187321,20in Monitor,1,109.99,"609 Highland St, Austin, TX 73301",,,
Order ID,Product,Quantity Ordered,Price Each,Purchase Address,,,
187322,Bose SoundSport Headphones,1,99.99,"846 13th St, San Francisco, CA 94016",,,
187323,AAA Batteries (4-pack),2,2.99,"723 North St, Portland, OR 97035",,,
187324,Bose SoundSport Headphones,1,99.99,"490 Main St, Dallas, TX 75001",,,
187325,Wired Headphones,1,11.99,"250 1st St, New York City, NY 10001",,,
187326,AA Batteries (4-pack),2,3.84,"138 Lake St, Dallas, TX 75001",,,
,,,,,,,
187327,USB-C Charging Cable,1,11.95,"202 Sunset St, Portland, OR 97035",,,
187328,Lightning Charging Cable,1,14.95,"731 Jefferson St, Seattle, WA 98101",,,
187329,AAA Batteries (4-pack),1,2.99,"182 Cedar St, San Francisco, CA 94016",,,
187330,LG Washing Machine,1,600,"823 River St, San Francisco, CA 94016",,,
187331,Lightning Charging Cable,1,14.95,"798 Hickory St, San Francisco, CA 94016",,,
187332,AAA Batteries (4-pack),2,2.99,"332 River St, Atlanta, GA 30301",,,
187333,LG Washing Machine,1,600,"18 Jefferson St, Los Angeles, CA 90001",,,
187334,Wired Headphones,1,11.99,"982 Washington St, Austin, TX 73301",,,
187335,Apple Airpods Headphones,1,150,"869 Pine St, Los Angeles, CA 90001",,,
187336,USB-C Charging Cable,1,11.95,"2 West St, Dallas, TX 75001",,,
187337,Lightning Charging Cable,1,14.95,"419 Park St, New York City, NY 10001",,,
187338,AAA Batteries (4-pack),1,2.99,"810 Hill St, New York City, NY 10001",,,
187339,AA Batteries (4-pack),1,3.84,"385 Dogwood St, Boston, MA 02215",,,
187340,20in Monitor,1,109.99,"783 South St, San Francisco, CA 94016",,,
187341,Apple Airpods Headphones,1,150,"77 6th St, Dallas, TX 75001",,,
187342,Apple Airpods Headphones,1,150,"526 Center St, Atlanta, GA 30301",,,
187343,Lightning Charging Cable,1,14.95,"15 Jefferson St, Los Angeles, CA 90001",,,
187344,Lightning Charging Cable,1,14.95,"729 Highland St, Los Angeles, CA 90001",,,
187345,Lightning Charging Cable,1,14.95,"951 Johnson St, Portland, OR 97035",,,
187346,20in Monitor,1,109.99,"10 Meadow St, San Francisco, CA 94016",,,
187347,Macbook Pro Laptop,1,1700,"289 Hickory St, San Francisco, CA 94016",,,
187348,AA Batteries (4-pack),1,3.84,"306 North St, Dallas, TX 75001",,,
187349,Wired Headphones,1,11.99,"890 Spruce St, New York City, NY 10001",,,
187350,27in 4K Gaming Monitor,1,389.99,"196 Spruce St, Seattle, WA 98101",,,
187351,Bose SoundSport Headphones,1,99.99,"728 Highland St, Seattle, WA 98101",,,
187352,ThinkPad Laptop,1,999.99,"517 Wilson St, San Francisco, CA 94016",,,
187353,Google Phone,1,600,"559 South St, San Francisco, CA 94016",,,
187354,iPhone,1,700,"966 Meadow St, Dallas, TX 75001",,,
187355,AA Batteries (4-pack),1,3.84,"961 Forest St, New York City, NY 10001",,,
187356,Apple Airpods Headphones,1,150,"239 8th St, Seattle, WA 98101",,,
187357,iPhone,1,700,"944 North St, San Francisco, CA 94016",,,
187357,Lightning Charging Cable,1,14.95,"944 North St, San Francisco, CA 94016",,,
187358,27in 4K Gaming Monitor,1,389.99,"339 5th St, San Francisco, CA 94016",,,
187359,Lightning Charging Cable,1,14.95,"615 Wilson St, Dallas, TX 75001",,,
187360,Macbook Pro Laptop,1,1700,"383 8th St, Los Angeles, CA 90001",,,
187361,AAA Batteries (4-pack),1,2.99,"448 Main St, Los Angeles, CA 90001",,,
187362,Apple Airpods Headphones,1,150,"83 Wilson St, San Francisco, CA 94016",,,
187363,Lightning Charging Cable,1,14.95,"603 Jefferson St, Seattle, WA 98101",,,
187364,Bose SoundSport Headphones,1,99.99,"95 Madison St, San Francisco, CA 94016",,,
187365,USB-C Charging Cable,1,11.95,"245 Lake St, Atlanta, GA 30301",,,
187366,ThinkPad Laptop,1,999.99,"706 14th St, San Francisco, CA 94016",,,
187367,iPhone,1,700,"841 Church St, Boston, MA 02215",,,
